
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Somatropin Injection","Pfizer Inc.","800-533-4535","Genotropin, Injection, 2.0 mg/vial (NDC 0013-2658-02)","Revised","03/13/2024","Unavailable","Next Delivery: April 2024; Estimated Recovery: late Q3 2024","","Demand increase for the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","","",""
"Somatropin Injection","Genentech, Inc","800-551-2231","Nutropin Aq, Injection, 10 mg/2 mL (NDC 50242-074-01)","Revised","03/22/2024","Limited Availability","","","Discontinuation of the manufacture of the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Somatropin%20Injection&st=d","",""
"Somatropin Injection","Genentech, Inc","800-551-2231","Nutropin Aq, Injection, 5 mg/2 mL (NDC 50242-075-01)","Revised","03/22/2024","Limited Availability","","","Discontinuation of the manufacture of the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Somatropin%20Injection&st=d","",""
"Somatropin Injection","Genentech, Inc","800-551-2231","Nutropin Aq, Injection, 20 mg/2 mL (NDC 50242-076-01)","Revised","03/22/2024","Limited Availability","","","Discontinuation of the manufacture of the drug","Endocrinology/Metabolism","Current","","","01/06/2023","","","","","https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Somatropin%20Injection&st=d","",""
"Sterile Water Injection","Nephron Pharmaceuticals Corporation","800-443-4313","Injection, 1 mL/1 mL (NDC 0487-6105-01)","Revised","02/01/2024","Product will be made available as it is released, TBD","","","Requirements related to complying with good manufacturing practices","Other","Current","","","11/23/2021","","","","","","",""
"Sterile Water Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Sterile Water For Injection, Injection, 1 mL/1 mL (NDC 0641-6147-10)","Reverified","03/28/2024","Available","Additional lots will be scheduled for manufacturing. Product will be made available as it is released.","","","Other","Current","","","11/23/2021","","","","","","",""
"Sterile Water Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Injection, 1 mL/1 mL (NDC 0409-4887-10)","Revised","03/28/2024","Available","","","","Other","Current","","","11/23/2021","","","","","","",""
"Sterile Water Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Injection, 1 mL/1 mL (NDC 0409-4887-20)","Revised","03/28/2024","Available","","","","Other","Current","","","11/23/2021","","","","","","",""
"Sterile Water Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Injection, 1 mL/1 mL (NDC 0409-4887-50)","Revised","03/28/2024","Available","","","","Other","Current","","","11/23/2021","","","","","","",""
"Sterile Water Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Injection, 1 mL/1 mL (NDC 0409-4887-99)","Revised","03/28/2024","Available","","","","Other","Current","","","11/23/2021","","","","","","",""
"Sterile Water Injection","Fresenius Kabi USA, LLC","888-386-1300","Sterile Water For Injection In Plastic Container, Injection, 1 mL/1 mL (NDC 63323-185-10)","Reverified","03/18/2024","Available","Check wholesalers for inventory","","","Other","Current","","","11/23/2021","","","","","","",""
"Sterile Water Injection","Fresenius Kabi USA, LLC","888-386-1300","Sterile Water For Injection In Plastic Container, Injection, 1 mL/1 mL (NDC 63323-185-20)","Reverified","03/18/2024","Available","Check wholesalers for inventory","","Demand increase for the drug","Other","Current","","","11/23/2021","","","","","","",""
"Sterile Water Injection","Fresenius Kabi USA, LLC","888-386-1300","Sterile Water For Injection In Plastic Container, Injection, 1 mL/1 mL (NDC 63323-185-50)","Reverified","03/18/2024","Available","Check wholesalers for inventory","","","Other","Current","","","11/23/2021","","","","","","",""
"Sterile Water Injection","Medefil, Inc.","630-682-4600","Injection, 10 mL/10 mL (NDC 64253-020-30)","Reverified","04/01/2024","Available","","","","Other","Current","","","11/23/2021","","","","","","",""
"Sterile Water Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Bacteriostatic Water For Injection In Plastic Container, Injection, 1 mL/1 mL (NDC 0409-3977-03)","Revised","03/28/2024","Available","","","","Other","Current","","","12/03/2021","","","","","","",""
"Sterile Water Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 1000 mL/1000 mL (NDC 63323-178-76)","Reverified","03/18/2024","Available","Check wholesalers for inventory","","","Other","Current","","","11/23/2021","","","","","","",""
"Sterile Water Irrigant","B. Braun Medical Inc.","800-227-2862","Sterile Water In Plastic Container, Irrigant, 1 mL/1 mL (NDC 0264-2101-10)","Revised","04/01/2024","Available","On allocation","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sterile Water Irrigant","B. Braun Medical Inc.","800-227-2862","Sterile Water In Plastic Container, Irrigant, 1 mL/1 mL (NDC 0264-2101-00)","Revised","04/01/2024","Available","On allocation","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sterile Water Irrigant","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Sterile Water In Plastic Container, Irrigant, 1 mL/1 mL (NDC 0990-6139-22)","Reverified","04/01/2024","Limited Availability","Allocated to Contracted Customers Only. ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-6139-22","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sterile Water Irrigant","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Sterile Water In Plastic Container, Irrigant, 1 mL/1 mL (NDC 0990-6139-03)","Reverified","04/01/2024","Limited Availability","Allocated to Contracted Customers Only. ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-6139-22","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sterile Water Irrigant","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Sterile Water In Plastic Container, Irrigant, 1 mL/1 mL (NDC 0990-7139-09)","Reverified","04/01/2024","Limited Availability","Allocated to Contracted Customers Only. ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-6139-22","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sterile Water Irrigant","ICU Medical, Inc.","1-866-829-9025 or ProductAvailability@icumed.com","Sterile Water In Plastic Container, Irrigant, 1 mL/1 mL (NDC 0990-7139-36)","Reverified","04/01/2024","Limited Availability","Allocated to Contracted Customers Only. ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-6139-22","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sterile Water Irrigant","Baxter Healthcare","888-229-0001","Sterile Water, Irrigant, 100 mL/100 mL (NDC 0338-0004-02)","Revised","03/20/2024","Limited Availability","On allocation; Recovery Q3 2024","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sterile Water Irrigant","Baxter Healthcare","888-229-0001","Sterile Water, Irrigant, 100 mL/100 mL (NDC 0338-0004-03)","Revised","03/20/2024","Limited Availability","On allocation; Recovery Q3 2024","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sterile Water Irrigant","Baxter Healthcare","888-229-0001","Sterile Water, Irrigant, 100 mL/100 mL (NDC 0338-0004-04)","Revised","03/20/2024","Limited Availability","On allocation; Recovery Q3 2024","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sterile Water Irrigant","B. Braun Medical Inc.","800-227-2862","Sterile Water In Plastic Container, Irrigant, 1 mL/1 mL (NDC 0264-2101-10)","Revised","04/01/2024","Available","On allocation","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Sterile Water Irrigant","B. Braun Medical Inc.","800-227-2862","Sterile Water In Plastic Container, Irrigant, 1 mL/1 mL (NDC 0264-2101-00)","Revised","04/01/2024","Available","On allocation","","Demand increase for the drug","Gastroenterology; Other; Pediatric","Current","","","04/28/2023","","","","","","",""
"Streptozocin Powder, For Solution","ESTEVE PHARMACEUTICALS, S.A.","mcomasl@esteve.com","Zanosar, Powder, For Solution, 1 g/10 mL (NDC 68118-100-01)","Reverified","01/15/2024","Available","","","","Oncology","Current","","","07/12/2022","","","","","https://www.fda.gov/media/166810/download","",""
"Streptozocin Powder, For Solution","Teva Pharmaceuticals USA, Inc.","800-545-8800","Zanosar, Powder, For Solution, 100 mg/1 mL (NDC 0703-4636-01)","Revised","02/06/2024","Temporarily Unavailable, Recovery TBD","","","Demand increase for the drug","Oncology","Current","","","07/12/2022","","","","","","",""
"Sucralfate Tablet","Amneal Pharmaceuticals","866-525-7270","Tablet, 1 g (NDC 69238-1656-1)","Revised","02/09/2024","Available","US NDC will supply  till April '24 sales forecast; from May '24 product will be supplied from India","","","Gastroenterology","Current","","","01/04/2023","","","","","","",""
"Sucralfate Tablet","Nostrum Laboratories, Inc.","816-841-4636","Tablet, 1 g (NDC 29033-003-01)","Revised","02/01/2024","Available","","","","Gastroenterology","Current","","","01/04/2023","","","","","","",""
"Sucralfate Tablet","Nostrum Laboratories, Inc.","816-841-4636","Tablet, 1 g (NDC 29033-003-05)","Revised","02/01/2024","Available","","","","Gastroenterology","Current","","","01/04/2023","","","","","","",""
"Sucralfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Sucralfate Tablets, USP, Tablet, 1 g (NDC 0093-2210-01)","Revised","02/06/2024","Allocating Existing Supplies","","","Demand increase for the drug","Gastroenterology","Current","","","01/04/2023","","","","","","",""
"Sucralfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Sucralfate Tablets, USP, Tablet, 1 g (NDC 0093-2210-05)","Revised","02/06/2024","Allocating Existing Supplies","","","Demand increase for the drug","Gastroenterology","Current","","","01/04/2023","","","","","","",""
"Sucralfate Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Sucralfate Tablets, USP, Tablet, 1 g (NDC 0093-2210-98)","Revised","02/06/2024","Available","","","","Gastroenterology","Current","","","01/04/2023","","","","","","",""
"Sucralfate Tablet","Allergan, Inc.","800-678-1605","Carafate, Tablet, 1 g (NDC 58914-171-10)","Reverified","03/21/2024","Available","","","","Gastroenterology","Current","","","01/04/2023","","","","","","",""
"Sucralfate Tablet","Allergan, Inc.","800-678-1605","Tablet, 1 g (NDC 59762-040-11)","Reverified","03/21/2024","Available","","","","Gastroenterology","Current","","","01/04/2023","","","","","","",""
"Sucralfate Tablet","Allergan, Inc.","800-678-1605","Tablet, 1 g (NDC 59762-040-15)","Revised","03/21/2024","Unavailable, 5 weeks","","","Delay in shipping of the drug","Gastroenterology","Current","","","01/04/2023","","","","","","",""
"Sufentanil Citrate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Sufentanil Citrate Injection, USP, Injection, 50 mcg/1 mL (NDC 17478-050-02)","Reverified","03/28/2024","Unavailable","Not currently manufactured","","Demand increase for the drug","Analgesia/Addiction; Pediatric","Current","","","05/03/2022","","","","","","",""
"Sufentanil Citrate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Sufentanil Citrate Injection, USP, Injection, 50 mcg/1 mL (NDC 17478-050-05)","Reverified","03/28/2024","Unavailable","Not currently manufactured","","Demand increase for the drug","Analgesia/Addiction; Pediatric","Current","","","05/03/2022","","","","","","",""
"Sufentanil Citrate Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Injection, 50 ug/1 mL (NDC 0409-3382-21)","Revised","02/27/2024","Unavailable, 3Q 2024","Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay","","Delay in shipping of the drug","Analgesia/Addiction; Pediatric","Current","","","05/03/2022","","","","","","",""
"Sufentanil Citrate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Sufentanil Citrate Injection, USP, Injection, 50 mcg/1 mL (NDC 17478-050-01)","Reverified","03/28/2024","Unavailable","Not currently manufactured","","Demand increase for the drug","Analgesia/Addiction; Pediatric","Current","","","05/03/2022","","","","","","",""
"Sulfasalazine Tablet","Chartwell Molecular Holdings LLC","845-268-5000 Ext. 510","Sulfasalazine, Tablet, 500 mg (NDC 62135-960-01)","Reverified","04/01/2024","Available","","","","Gastroenterology","Current","","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Chartwell Molecular Holdings LLC","845-268-5000 Ext. 510","Sulfasalazine, Tablet, 500 mg (NDC 62135-960-05)","Reverified","04/01/2024","Available","","","","Gastroenterology","Current","","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Chartwell Molecular Holdings LLC","845-268-5000 Ext. 510","Sulfasalazine, Tablet, 500 mg (NDC 62135-960-10)","Reverified","04/01/2024","Available","","","","Gastroenterology","Current","","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Chartwell Molecular Holdings LLC","845-268-5000 Ext. 510","Sulfasalazine, Tablet, 500 mg (NDC 62135-960-31)","Reverified","04/01/2024","Available","","","","Gastroenterology","Current","","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Chartwell Molecular Holdings LLC","845-268-5000 Ext: 510","Sulfasalazine, Tablet, 500 mg (NDC 23155-019-01)","Reverified","04/01/2024","Available","","","","Gastroenterology","Current","","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Pfizer Inc.","800-533-4535","Azulfidine, Tablet, 500 mg (NDC 0013-0101-10)","Revised","03/28/2024","Available","","","","Gastroenterology","Current","","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Pfizer Inc.","800-533-4535","Azulfidine, Tablet, 500 mg (NDC 0013-0101-20)","Revised","03/28/2024","Available","","","","Gastroenterology","Current","","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Pfizer Inc.","800-533-4535","Azulfidine, Tablet, 500 mg (NDC 0013-0102-50)","Revised","03/28/2024","Available","","","","Gastroenterology","Current","","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Pfizer Inc.","800-533-4535","Azulfidine, Tablet, 500 mg (NDC 0013-0102-20)","Revised","03/28/2024","Available","","","","Gastroenterology","Current","","","04/24/2020","","","","","","",""
"Sulfasalazine Tablet","Pfizer Inc.","800-533-4535","Tablet, 500 mg (NDC 59762-0104-1)","Revised","03/28/2024","Available","","","","Gastroenterology","Current","","","04/24/2020","","","","","","",""
